fips_keys,final_2019_crimes,crime_rate
1001,64.7442207963435,116.90902996811755
1003,334.0,156.9327632382653
1005,79.0,311.50191238515833
1007,24.489408088843245,108.87568616388764
1009,157.0,272.18668192299026
1011,24.0,234.192037470726
1013,36.61535596797219,184.66489796233708
1015,331.01914109981294,288.80205648311164
1017,84.0,249.55436720142603
1019,64.59873679446164,249.38708564437184
1021,32.044810029244196,72.73819096412257
1023,3.0,23.21083172147002
1025,36.0,149.20424403183023
1027,35.0,262.4278323461048
1029,12.0,80.45052292839902
1031,58.291542416707124,112.83253148679324
1033,71.0,129.6306439539172
1035,32.38464403202781,261.2929161854753
1037,34.0,316.0732546248954
1039,78.0,209.6774193548387
1041,27.0,195.03033805258596
1043,70.53266739870921,85.12988956188576
1045,239.14122676371272,485.29988993589853
1047,116.0,296.30386472195966
1049,103.40126320553836,145.00247259225685
1051,121.59607587128193,149.85220826097054
1053,80.0,215.8836387187306
1055,228.9799223465365,222.8558437600114
1057,11.913589301121657,72.22983691719206
1059,45.0,143.01150448102715
1061,56.0,211.9847068175796
1063,33.0,396.4440172993753
1065,5.0,33.763252076440004
1067,70.04841273551826,408.85083018454594
1069,303.5188180840619,289.88827155552127
1071,98.0,188.99946000154284
1073,1202.4384520771482,182.27602050648014
1075,9.0,64.81814908174289
1077,160.0,172.86831755909935
1079,30.868399104228644,93.37648709609971
1081,420.6481670804732,261.02571924671935
1083,266.38203369802176,281.21025019057055
1085,16.0,158.7459073320766
1087,82.0,438.3151592901433
1089,1027.2086178865347,283.5431046733801
1091,52.0,269.13720821903627
1093,32.08641069887834,107.43457677251168
1095,92.26897682910354,96.47227379850438
1097,328.0,79.2052430007196
1099,7.0,32.91020216267043
1101,242.0,106.63564538800833
1103,134.54094931121494,112.85761562179876
1105,14.0,150.65102765522434
1107,16.0,79.03966803339426
1109,133.0,399.00399003990043
1111,14.0,61.818342385304895
1113,70.3518329195268,121.3967299135954
1115,240.4792215598024,273.30600593233515
1117,306.6197978382412,143.66158675280238
1119,39.0,304.75892787372044
1121,292.1992923258378,363.490729005732
1123,248.6597033323746,613.3536502118216
1125,568.6625841601576,274.31204464926446
1127,152.26572624656325,237.50698213471105
1129,20.0,120.91167402212683
1131,24.0,224.69806197921542
1133,52.0,218.6343760511268
2013,0,0.0
2016,7.0,122.85012285012284
2020,3581.0,1219.9733588615852
2050,130.0,716.8854086246829
2060,2.0,228.57142857142858
2070,56.0,1128.804676476517
2090,263.0,265.4635012919897
2100,9.0,357.4265289912629
2105,0,0.0
2110,289.0,896.7635833307475
2122,109.0,186.43951833607005
2130,40.0,289.8550724637681
2150,49.0,364.28518325775036
2170,69.0,65.4841556814623
2180,107.0,1071.2855426511815
2185,123.0,1256.1274509803923
2188,77.0,998.0557355800388
2195,10.0,
2198,7.0,109.25550179491181
2220,16.0,185.1851851851852
2230,1.0,90.33423667570008
2261,5.0,54.094990803851566
2275,3.0,119.9040767386091
4001,34.0,47.54513291661423
4003,196.0,155.71992658917748
4005,664.5900346833955,470.42628840649763
4007,404.0,754.4914652821873
4009,85.0,223.70775871144332
4011,1.0,10.501995379122032
4012,43.0,206.8003655076228
4013,18181.27452498665,420.0062956098015
4015,451.0,217.14533330123498
4017,341.0,312.0710167475062
4019,4485.0,436.62085636098664
4021,782.7254750133516,180.85446738125424
4023,42.0,90.36144578313254
4025,638.4099653166045,279.92211293900675
4027,592.0,282.6207344319896
5001,150.0,837.3339287707938
5003,71.0,350.27133695115936
5005,118.0,284.83839042170564
5007,1116.562823262015,420.14111404016984
5009,262.0,701.829578634379
5011,32.0,294.2799337870149
5013,11.0,211.864406779661
5015,110.0,393.34882889325945
5017,37.0,348.5633537447009
5019,72.0,321.6295899222728
5021,33.0,221.64013701390292
5023,174.1546047331616,693.8430467456637
5025,20.0,246.06299212598424
5027,37.0,155.61911170928667
5029,72.0,345.19129350848596
5031,615.0,572.9190926452093
5033,240.0,382.53717783197055
5035,740.0,1520.3813280736358
5037,80.0,475.5111745126011
5039,44.0,604.4786371754361
5041,46.0,392.8601930139209
5043,58.0,314.92642667101046
5045,479.66246201016645,388.00108555795515
5047,57.0,321.34400721614617
5049,39.07957099080694,319.51247641899226
5051,526.0,533.7121404292019
5053,43.0,237.22829085291843
5055,326.0,725.4600885684403
5057,99.0,453.2551964105851
5059,1.0,2.97645623121112
5061,48.0,360.60401171963036
5063,186.0,496.9674299302643
5065,34.0,250.55268975681648
5067,149.0,875.080754096435
5069,734.0,1059.438237926157
5071,71.0,269.22493553769147
5073,2.0,29.41176470588235
5075,18.0,108.7679013837694
5077,41.0,445.94300630846203
5079,31.0,230.39762170196954
5081,23.0,186.2800680327205
5083,77.0,355.3627469078826
5085,304.0,419.1484667990294
5087,44.0,271.4206403059651
5089,43.0,260.98567613498426
5091,241.0,553.1075002295051
5093,327.0,776.2427004700186
5095,32.0,453.90070921985813
5097,2.2708819648837917,25.372982847863597
5099,6.0,71.84768291222608
5101,23.0,294.4188428059396
5103,115.0,482.5849769198489
5105,33.0,318.686624818928
5107,195.0,1048.0490164463076
5109,18.72911803511621,174.12716655928048
5111,121.0,506.3608972212923
5113,7.0,34.836269533193985
5115,268.0,420.319631122473
5117,17.0,207.59555501282208
5119,4539.504121924658,1155.1871078041306
5121,90.0,508.6182537439954
5123,172.0,664.0926640926641
5125,467.49587807534226,391.4884043674097
5127,38.15041277986765,367.67938299795344
5129,18.0,227.6176024279211
5131,976.8495872201323,765.6101035497271
5133,60.0,351.2674901937826
5135,13.920429009193054,81.22077722850257
5137,11.0,88.17635270541082
5139,299.0,757.9406322086745
5141,57.18293325667194,343.60613662223255
5143,846.437176737985,364.38969419042013
5145,485.0,615.779182854676
5147,30.0,459.20710240318385
5149,67.0,312.150577711517
6001,9734.0,587.5344197146951
6003,13.0,1251.2030798845042
6005,110.0,286.2421608680944
6007,1021.0,452.136021645846
6009,145.0,318.58329305268705
6011,58.0,270.34585625058264
6013,4138.0,362.26713743301605
6015,109.0,396.4357155846518
6017,323.0,171.29553517922392
6019,4737.0,481.14768501636837
6021,91.0,325.2788104089219
6023,626.0,460.4972782109754
6025,589.0,325.95281708457617
6027,94.0,522.8903599043222
6029,5567.0,627.1679654274644
6031,757.0,502.35249616765435
6033,347.0,540.5405405405405
6035,274.0,889.0907910961126
6037,56416.0,559.5953804814131
6039,830.0,533.9921380916536
6041,515.0,198.12035715522248
6043,79.0,453.5017221584386
6045,336.0,385.21507841878383
6047,1520.0,560.0961006993831
6049,43.0,482.7663635342989
6051,67.0,468.2040531097135
6053,1433.0,330.6338109411412
6055,753.0,539.3094260974194
6057,238.0,239.81298617548669
6059,6797.0,214.5487878324922
6061,597.0,154.85899271618004
6063,128.0,685.9592711682743
6065,7511.0,311.47377147006415
6067,6765.0,443.7366231282218
6069,147.0,243.4742281701338
6071,12219.0,568.5818399083122
6073,11409.0,344.0515332442923
6075,6092.0,696.2596047138102
6077,5952.0,801.5049764140463
6079,630.0,223.27361650098348
6081,1837.0,239.37254942841173
6083,1529.0,343.72758970300947
6085,6361.0,330.01810663719795
6087,1106.0,403.7056234076259
6089,623.0,347.6329710064058
6091,1.0,32.89473684210526
6093,181.0,416.39826999171805
6095,2114.0,478.4656507381815
6097,2016.0,403.38394307804356
6099,2908.0,535.35201051558
6101,318.0,330.8743197827467
6103,256.0,400.5507572912755
6105,61.0,480.31496062992125
6107,1692.0,366.31464089474304
6109,195.0,360.81043574798775
6111,1830.0,215.98960417249427
6113,637.0,293.07298759615736
6115,326.0,426.9250916710319
8001,2704.057501459971,536.4044017274018
8003,64.0,397.3427702241261
8005,1773.9942558202213,275.225619929909
8007,51.0,384.81853165321064
8009,5.0,140.40999719180004
8011,18.0,311.04199066874025
8013,689.7958923636827,213.88356713394398
8014,81.0,119.31767963939545
8015,9.0,46.01932811780948
8017,3.0,148.07502467917078
8019,32.0,337.01948393891524
8021,2.0,24.606299212598426
8023,0,0.0
8025,5.0,86.89607229753216
8027,8.0,167.50418760469012
8029,42.0,137.41207263209554
8031,5506.0,780.3553408846105
8033,1.0,53.85029617662897
8035,1107.384922614005,329.5386344565113
8037,74.75310920434669,136.70764836844
8039,9.0,34.996305945483535
8041,3504.0,501.30620023062374
8043,145.0,306.41786944485534
8045,180.0,304.8006096012192
8047,33.0,548.3549351944167
8049,22.0,143.76266091616023
8051,35.0,208.30853469825018
8053,0.0,0.0
8055,24.0,359.33522982482407
8057,0.0,0.0
8059,1583.0794402511356,275.41491798007917
8061,2.0,134.3183344526528
8063,17.0,228.2798442325769
8065,12.0,154.81873306670107
8067,136.0,244.529550317349
8069,855.4403266418615,248.10761650469027
8071,53.0,371.5126875087621
8073,2.0,35.810205908683976
8075,140.0,625.5585344057195
8077,426.0,281.7124945443003
8079,0,0.0
8081,29.0,220.91871714786316
8083,60.0,230.4944105105451
8085,60.0,143.93321498824545
8087,75.0,263.0010169372655
8089,59.0,322.7218028662072
8091,3.0,62.55212677231026
8093,41.0,229.47333072144178
8095,3.0,69.93006993006993
8097,14.24689079565331,79.47612850414656
8099,2.0,16.636167027116954
8101,1101.0,663.3249388487908
8103,8.0,125.31328320802004
8105,29.790020673855953,263.5119033512247
8107,38.0,151.56349712827057
8109,2.2099793261440466,33.52517181650556
8111,1.0,169.7792869269949
8113,7.0,86.96732513355695
8115,1.0,43.066322136089575
8117,73.0,238.18069105027897
8119,27.0,110.09623226227369
8121,3.0,61.62695152013147
8123,939.2476608491231,307.60210936780464
8125,9.0,89.97300809757073
9001,1620.0,171.62362303824665
9003,1936.0,216.66120164152196
9005,80.0,43.95556092790189
9007,65.0,39.864338589293055
9009,2202.0,256.789109902707
9011,318.0,118.92740940199708
9013,31.0,20.521239482864765
9015,58.0,49.757219086182936
10001,745.162589042743,421.71296331204076
10003,2633.2845603004107,473.4718222650491
10005,748.5528506568467,333.60348806369734
12001,1765.0,664.926180008514
12003,121.0,428.9107085888483
12005,826.0,453.44502939707183
12007,112.0,410.00109821722737
12009,2224.0,379.84174399281306
12011,7259.0,376.8550076445654
12013,36.0,250.66146776215012
12015,367.0,202.6874030055173
12017,373.0,256.94190908527304
12019,554.0,262.05624275679384
12021,896.0,241.21490471203626
12023,355.0,507.3747999085296
12027,159.0,430.859279733355
12029,89.0,536.5000904213636
12031,6087.0,650.1913081374855
12033,1777.0,566.8424292882411
12035,205.5096845369247,187.16558550188498
12037,59.0,499.53433240199814
12039,169.0,367.83110240504953
12041,40.0,222.80398819138864
12043,24.0,177.56732761171943
12045,36.0,231.12480739599386
12047,55.0,383.9173530643585
12049,72.0,265.3790866536434
12051,152.0,373.17097122655406
12053,518.0,278.0267614176144
12055,280.0,270.69617254947457
12057,3656.0,257.0524187254531
12059,75.0,385.96130094689175
12061,352.0,228.5877562683049
12063,100.0,208.5723224528105
12065,75.0,529.6236141515429
12067,13.0,150.51522519393308
12069,1007.0,291.1523793828264
12071,1979.0,268.3506267390585
12073,1699.0,586.3270870000346
12075,477.0,1180.6054005890653
12077,19.0,227.68124625524266
12079,111.0,601.3001083423618
12081,1820.0,473.6955803161268
12083,1556.0,440.1373590626998
12085,349.0,219.40716059472544
12086,13333.0,493.91945256550645
12087,282.0,372.0414786669833
12089,199.0,239.47628101759366
12091,739.0,362.62107814754114
12093,192.0,466.653704063776
12095,7778.0,576.2565697546056
12097,1152.0,327.31457146510206
12099,5643.0,385.1806144187104
12101,1693.0,322.720843610966
12103,3379.0,350.2766760723401
12105,1990.0,289.99530761361547
12107,188.0,256.64828264074697
12109,392.0,160.2131816212593
12111,812.0,259.468855748737
12113,260.0,148.7797201796801
12115,925.0,220.50269847626674
12117,1305.0,282.8336244749698
12119,249.0,199.12990627299192
12121,212.0,481.3149888752668
12123,153.0,699.5884773662551
12125,47.0,307.1293210481605
12127,1914.4903154630751,356.85679531154994
12129,76.0,235.14123944184894
12131,143.0,209.48697664879435
12133,61.0,246.32531093522857
13001,83.0,450.1084598698481
13003,6.0,72.82437188979246
13005,37.0,330.3276493170253
13007,0.0,0.0
13009,224.0,496.55294717474675
13011,44.59077272870812,238.3513616031009
13013,27.295944311765226,34.55576497545952
13015,69.0,65.7650187287336
13017,71.0,416.8379028943815
13019,88.0,459.4820384294068
13021,559.0,364.88250652741516
13023,32.0,249.86335597719997
13025,15.0,79.97440818937939
13027,90.0,577.2931366260424
13029,68.0,183.47138655802283
13031,95.0,124.80294272201786
13033,54.0,239.78685612788632
13035,72.0,298.87920298879203
13037,5.381663368711399,84.55087774880438
13039,40.0,75.14418290094119
13043,24.0,221.97558268590456
13045,222.29210249805226,189.6965451456715
13047,95.70706281908663,143.48884980372807
13049,42.0,322.0858895705521
13051,1216.0,421.4963119072708
13053,0.0,0.0
13055,24.0,96.72738997259391
13057,147.0,59.390339979395186
13059,640.0,507.227998985544
13061,8.0,271.09454422229754
13063,1699.4571043646542,599.3754291716293
13065,4.0,59.82650314089142
13067,1733.1108398339247,230.70677750452262
13069,67.0,155.7378954464099
13071,52.172445860020694,114.70000848617309
13073,44.0,29.196111608772107
13075,53.0,308.552133667113
13077,842.5790107337256,588.1467337245049
13079,13.0,105.4766734279919
13081,59.0,259.76313124642274
13083,0.0,0.0
13085,32.0,130.42060645582
13087,110.0,412.2629488044374
13089,3991.623468865985,532.6973106211854
13091,80.0,384.0798886168323
13093,10.0,72.8013977868375
13095,855.0,953.1453797531856
13097,297.1996872698262,207.37369677483755
13099,49.6183366312886,481.17083622273657
13101,3.0,75.35795026375283
13103,73.0,120.7070456537196
13105,40.0,208.70291140561412
13107,41.0,181.95535436914747
13109,19.0,177.7860952559184
13111,31.0,122.07127387280961
13113,83.0,73.90719749249797
13115,63.0,64.70231798621738
13117,125.0,54.73262020378049
13119,31.878351788263437,140.0261433201416
13121,3390.3404160356354,327.1897718621536
13123,77.0,253.17288091010718
13125,1.0,33.37783711615487
13127,250.0,295.9630638096366
13129,196.0,342.645362050278
13131,53.0,213.4686644111487
13133,21.0,121.04444060176378
13135,1369.0130747593598,149.61139382712562
13137,57.40922727129188,128.64524553240685
13139,421.26078840922776,212.04366523339445
13141,22.0,258.3675866118614
13143,164.39737039819684,562.48458753275
13145,39.1330595175821,114.74288086081835
13147,76.99436706663066,298.7404146456783
13149,21.0,178.9366053169734
13151,189.0,83.86730328901827
13153,470.04052543010874,306.2013624330544
13155,20.0,214.59227467811158
13157,43.43081448434026,63.977041296811166
13159,69.0,495.8321356711699
13161,25.0,166.26762436818302
13163,45.0,288.12908182865925
13165,31.0,352.55316729216423
13167,0.0,0.0
13169,27.0,94.47496413450435
13171,32.0,171.3796058269066
13173,21.0,202.31213872832367
13175,179.0,377.59729986288363
13177,41.0,138.97362890651482
13179,100.0,163.0018419208137
13181,7.0,89.10386965376783
13183,18.0,96.29788144660817
13185,266.0,230.57452931590444
13187,24.0,74.06950188259984
13189,28.0,130.50570962479608
13191,11.0,77.60688584732608
13193,14.0,105.22360015031943
13195,102.12728114510591,349.5354957392905
13197,10.0,118.59582542694497
13199,61.75304878248707,292.5852780369898
13201,11.0,190.08121651978573
13205,62.0,278.7268476892645
13207,16.0,58.88631261271208
13209,15.832694976408549,174.79239320389212
13211,9.0,48.63024801426487
13213,50.0,125.86849259893263
13215,632.0,322.8789357256347
13217,166.16676941274352,153.74565772513026
13219,16.0,41.95950907374384
13221,41.0,274.5964771281227
13223,369.0,230.8775222900047
13225,142.95947456989128,526.6512233188112
13227,48.0,152.92955682288846
13229,67.67614827781121,351.5644066379803
13231,20.0,109.12860806460414
13233,97.0,231.45938722916867
13235,50.0,445.7917261055635
13237,29.0,133.69600295053246
13239,0.0,0.0
13241,14.0,84.10934214478823
13243,13.0,186.43338591710886
13245,540.0,267.5227394328518
13247,148.0,164.9631619425527
13249,12.0,229.84102662325225
13251,44.0,314.5328472371149
13253,22.0,264.3912991227016
13255,356.0,545.1260221112915
13257,41.0,159.2233009708738
13259,3.0,47.67201652629906
13261,144.0,478.97817988291644
13263,10.687461260801399,169.07864674579022
13265,0.0,0.0
13267,26.0,102.43479631234732
13269,10.0,123.21340561853128
13271,0.0,0.0
13273,8.0,91.5646102781275
13275,121.0,271.11808200761817
13277,204.82755413997933,505.2355742087746
13279,60.16730502359145,223.0732056339591
13281,23.0,197.98571059653955
13283,5.0,73.58351729212656
13285,98.42643043912943,140.77207974817924
13287,11.0,138.48671786478658
13289,13.0,157.9778830963665
13291,13.0,55.8227413260048
13293,56.0,213.44717182497334
13295,133.29293718091338,193.06904384610638
13297,113.83260862256341,124.4861317803235
13299,131.3238517221888,368.9597722085489
13301,6.0,113.27166320558807
13303,30.0,146.7997651203758
13305,118.0,396.13267087417756
13307,0.0,0.0
13309,0.0,0.0
13311,35.0,118.68832445996813
13313,296.0,283.9682646277234
13315,12.0,135.9927470534905
13317,22.0,223.48638764729785
13319,26.0,288.5682574916759
13321,95.0,463.550307407046
15001,365.0,182.9950014790007
15003,2701.0,274.263038663879
15007,235.0,327.43942370661426
15009,449.0,270.51614963338733
16001,1175.0,257.1965791760516
16003,11.0,268.4891383939468
16005,258.78883941949573,301.7417821016682
16007,6.0,100.0
16009,31.0,339.2427226964325
16011,78.0,170.1607801217304
16013,40.0,178.78693067536764
16015,22.0,298.1837896448902
16017,53.0,121.52897204833641
16019,292.0,255.26260577662777
16021,10.0,84.42380751371887
16023,7.0,271.21270825261524
16025,3.0,286.25954198473283
16027,634.0,291.316114743628
16029,9.0,129.44052926794188
16031,28.0,118.19333051920641
16033,1.0,109.52902519167579
16035,16.0,184.48057188977285
16037,7.0,167.90597265531304
16039,91.0,340.2759600643159
16041,13.0,96.55377302436126
16043,16.0,122.88786482334869
16045,55.0,317.3504125555363
16047,36.0,237.65513599155003
16049,33.0,201.08463835232467
16051,23.0,80.60559332725872
16053,76.0,320.26970080067423
16055,370.0,235.18643292101552
16057,20.0,50.62650297430705
16059,23.0,293.1056454696062
16061,7.0,182.38665971860343
16063,17.0,317.75700934579436
16065,31.0,79.2838874680307
16067,18.0,86.93552282057475
16069,50.0,124.32553397816844
16071,5.0,114.02508551881414
16073,35.0,302.9778393351801
16075,40.0,171.96904557179707
16077,33.2111605805043,432.94434337771213
16079,24.0,190.34023316678565
16081,20.0,175.0393838613688
16083,270.0,318.1373646443342
16085,36.0,336.16584181529555
16087,16.0,159.09316893705875
17001,292.0,441.855186502232
17003,6.0,95.84664536741214
17005,10.0,60.28090903610826
17007,105.0821885824398,196.27956101843546
17009,1.0,15.087507543753771
17011,53.40201968709415,161.22824614182161
17013,0,0.0
17015,36.0,248.8593944421402
17017,50.0,400.2241255102857
17019,1069.0,509.23676413143926
17021,33.83096143996488,102.7328700615374
17023,15.73516119313046,100.12192156484132
17025,11.0,82.7876872130654
17027,100.41521484581773,266.8204677839659
17029,145.0,282.3593558312075
17031,31943.73849537866,614.5065140912833
17033,17.0,89.60573476702508
17035,10.26483880686954,94.72904029964508
17037,328.4352573561323,314.6956454747066
17039,17.0,106.70348983178508
17041,28.11742039667539,143.28808233539922
17043,1010.9186476923414,108.81091077996484
17045,72.0,413.62670190153386
17047,2.2233430103823255,34.44373370073316
17049,88.0,257.78480827254884
17051,39.0,180.84859726408533
17053,28.0,211.00226073850794
17055,24.0,61.66020090948796
17057,80.0,227.97218739313806
17059,6.0,118.48341232227489
17061,41.0,312.2144380140116
17063,43.807365912148896,86.46304407718962
17065,11.0,134.54011741682973
17067,12.450709906421427,69.23600014692447
17069,0,0.0
17071,0.5492900935785737,8.067118425298483
17073,78.87340228660369,160.09377937890207
17075,37.0,133.0360995253847
17077,307.0,529.5203270262346
17079,63.0,656.6604127579737
17081,273.0,718.7047518757405
17083,61.32547477744807,279.5526953432469
17085,22.0,101.90846766722254
17087,34.16231971455852,273.4298040223989
17089,426.75047102168844,80.31045267789446
17091,425.0,384.13912163200376
17093,297.26999088113365,235.82749526483383
17095,189.0,374.1981468282253
17097,870.3158548523726,124.06975818775243
17099,142.20462910180106,129.58676572332126
17101,5.0,31.18567953595709
17103,65.0,189.01392887260462
17105,73.5627994740166,204.11431596563983
17107,55.0,189.63555494259214
17109,73.0,239.50917024836772
17111,248.96365509617186,80.90748392863888
17113,602.0,348.8277764257321
17115,434.0,411.2652566143583
17117,65.55064975004404,144.18461111243
17119,849.1480059342002,320.7042956817084
17121,147.38489405713648,390.4959702650464
17123,13.0,111.31089990581386
17125,57.0,418.4714778650613
17127,33.0,232.08383149307264
17129,13.0,105.63952543474727
17131,14.476218115167253,92.86174940770577
17133,24.959002515969324,73.04788842182546
17135,72.0,249.75718051893992
17137,88.0,256.9568137355097
17139,65.42729978986692,446.87726104683367
17141,317.16880158645085,621.5949075677626
17143,1292.0,706.8993817366089
17145,32.0,150.58114912239424
17147,28.455279813457693,173.49722464153217
17149,23.0,146.7585502807555
17151,0,0.0
17153,0,0.0
17155,1.0,17.479461632581717
17157,23.0,71.2184548691748
17159,38.0,241.02499048585562
17161,598.7245780263022,416.147976358526
17163,927.6420747976003,353.6056822868209
17165,88.0,366.75835625573063
17167,1196.123875472508,607.5981913494842
17169,8.0,115.05824823817058
17171,0.0,0.0
17173,7.169038560035121,32.98080949549212
17175,9.0,165.22856618322012
17177,86.0,190.7169627214867
17179,313.54972512289476,235.40652811509048
17181,52.0,306.45921735030646
17183,690.0,889.5994224050127
17185,8.0,69.28806513078122
17187,33.523781884832744,195.5195490775268
17189,61.45080784927601,437.12340197237165
17191,23.0,140.2268016095598
17193,31.776656989617674,229.13655169900255
17195,124.0,221.36532419308767
17197,1415.0328332335307,205.28101567984604
17199,97.83768028544148,145.80441758135595
17201,1756.7490098311093,616.7948801979886
17203,79.45027487710522,205.29786789949665
18001,21.0,59.362279511533245
18003,1206.0,323.6932161309803
18005,126.52334527054715,153.39695841532856
18007,0,0.0
18009,23.0,191.4592524764838
18011,90.0,137.31233980227023
18013,0,0.0
18015,0,0.0
18017,12.0,31.678986272439285
18019,346.0,296.9778639910048
18021,0.0,0.0
18023,43.0,133.23831066216343
18025,0.0,0.0
18027,45.0,135.8695652173913
18029,0,0.0
18031,0,0.0
18033,2.0,4.6590723786894035
18035,180.0,156.49452269170578
18037,82.0,192.7461627059681
18039,260.16392506162,127.18345166731196
18041,0,0.0
18043,18.0,23.279875840662182
18045,0,0.0
18047,8.335326883611843,36.60018830074578
18049,0,0.0
18051,32.0,95.07962918944615
18053,148.0,222.71714922048997
18055,19.0,59.08143909947449
18057,129.0,39.92361899869088
18059,83.80504131804918,111.49624995749186
18061,0,0.0
18063,109.0,66.54497280203175
18065,0.0,0.0
18067,448.0,544.1449757685441
18069,0.0,0.0
18071,53.0,120.38614423622943
18073,12.0,35.87765718898556
18075,19.0,91.17082533589252
18077,0,0.0
18079,24.0,86.61133164922411
18081,254.88456179735243,165.81524486543523
18083,14.0,37.771482530689326
18085,119.83607493838,151.62405888325424
18087,21.0,53.58099660653688
18089,1152.0,237.18002828865963
18091,431.0,391.27040325362674
18093,55.0,120.7517344340037
18095,300.48378129818764,232.11446548853857
18097,9400.19495868195,987.5513288784433
18099,13.0,27.9804567271475
18101,7.0,68.54680767724247
18103,56.0,156.35906742984784
18105,553.0,377.574917554844
18107,70.0,182.82968109279912
18109,1.0,1.4301650410457367
18111,0,0.0
18113,34.0,71.56990695912096
18115,0,0.0
18117,0,0.0
18119,0,0.0
18121,0,0.0
18123,11.0,57.58559313160925
18125,0,0.0
18127,158.0,93.69292440522783
18129,0,0.0
18131,41.0,326.45911298670273
18133,0,0.0
18135,0.0,0.0
18137,1.664673116388156,5.8633831720902965
18139,0.0,0.0
18141,1458.0,539.568345323741
18143,6.0,25.253588113977862
18145,208.5920929321004,469.4002721366857
18147,6.0,29.344158067198123
18149,55.0,239.6305332868595
18151,19.0,55.147592372217225
18153,2.0,9.64785335262904
18155,0,0.0
18157,438.0,228.6573428763841
18159,11.516218701812374,75.95448292977426
18161,0,0.0
18163,772.0,425.83470773507787
18165,42.0,270.2876632987966
18167,735.0,683.9817977088936
18169,1.0,3.1858294306922805
18171,0,0.0
18173,101.0,162.1708413615928
18175,0,0.0
18177,17.0,25.624792740646953
18179,11.0,39.27028667309271
18181,12.0,49.691498612779
18183,13.0,38.54135784168396
19001,0.0,0.0
19003,4.0,108.99182561307903
19005,20.196863668172277,146.21634451728283
